,winner,rounds
399,dealer,1
400,dealer,1
401,dealer,1
402,dealer,1
403,dealer,1
404,dealer,1
405,dealer,1
406,dealer,1
407,dealer,1
408,dealer,1
409,dealer,1
410,dealer,1
411,dealer,1
412,dealer,1
413,dealer,1
414,dealer,1
415,dealer,1
416,dealer,1
417,dealer,1
418,dealer,1
419,dealer,1
420,dealer,1
421,dealer,1
422,dealer,1
423,dealer,1
424,dealer,1
425,dealer,1
426,dealer,1
427,dealer,1
428,dealer,1
429,dealer,1
430,dealer,1
431,dealer,1
432,dealer,1
433,dealer,1
434,dealer,1
435,dealer,1
436,dealer,1
437,dealer,1
438,dealer,1
439,dealer,1
440,dealer,1
441,dealer,1
442,dealer,1
443,dealer,1
444,dealer,1
445,dealer,1
446,dealer,1
447,dealer,1
448,dealer,1
449,dealer,1
450,dealer,1
451,dealer,1
452,dealer,1
453,dealer,1
454,dealer,1
455,dealer,1
456,dealer,1
457,dealer,1
458,dealer,1
459,dealer,1
460,dealer,1
461,dealer,1
462,dealer,1
463,dealer,1
464,dealer,1
465,dealer,1
466,dealer,1
467,dealer,1
468,dealer,1
469,dealer,1
470,dealer,1
471,dealer,1
472,dealer,1
473,dealer,1
474,dealer,1
475,dealer,1
476,dealer,1
477,dealer,1
478,dealer,1
479,dealer,1
480,dealer,1
481,dealer,1
482,dealer,1
483,dealer,1
484,dealer,1
485,dealer,1
486,dealer,1
487,dealer,1
488,dealer,1
489,dealer,1
490,dealer,1
491,dealer,1
492,dealer,1
493,dealer,1
494,dealer,1
495,dealer,1
496,dealer,1
497,dealer,1
498,dealer,1
499,dealer,1
500,dealer,1
501,dealer,1
502,dealer,1
503,dealer,1
504,dealer,1
505,dealer,1
506,dealer,1
507,dealer,1
508,dealer,1
509,dealer,1
510,dealer,1
511,dealer,1
512,dealer,1
513,dealer,1
514,dealer,1
515,dealer,1
516,dealer,1
517,dealer,1
518,dealer,1
519,dealer,1
520,dealer,1
521,dealer,1
522,dealer,1
523,dealer,1
524,dealer,1
525,dealer,1
526,dealer,1
527,dealer,1
528,dealer,1
529,dealer,1
530,dealer,1
531,dealer,1
532,dealer,1
533,dealer,1
534,dealer,1
535,dealer,1
536,dealer,1
537,dealer,1
538,dealer,1
539,dealer,1
540,dealer,1
541,dealer,1
542,dealer,1
543,dealer,1
544,dealer,1
545,dealer,1
546,dealer,1
547,dealer,1
548,dealer,1
549,dealer,1
550,dealer,1
551,dealer,1
552,dealer,1
553,dealer,1
554,dealer,1
555,dealer,1
556,dealer,1
557,dealer,1
558,dealer,1
559,dealer,1
560,dealer,1
561,dealer,1
562,dealer,1
563,dealer,1
564,dealer,1
565,dealer,1
566,dealer,1
567,dealer,1
568,dealer,1
569,dealer,1
570,dealer,1
571,dealer,1
572,dealer,1
573,dealer,1
574,dealer,1
575,dealer,1
576,dealer,1
577,dealer,1
578,dealer,1
579,dealer,1
580,dealer,1
581,dealer,1
582,dealer,1
583,dealer,1
584,dealer,1
585,dealer,1
586,dealer,1
587,dealer,1
588,dealer,1
589,dealer,1
590,dealer,1
591,dealer,1
592,dealer,1
593,dealer,1
594,dealer,1
595,dealer,1
596,dealer,1
597,dealer,1
598,dealer,1
599,dealer,1
600,dealer,1
601,dealer,1
602,dealer,1
603,dealer,1
604,dealer,1
605,dealer,1
606,dealer,1
607,dealer,1
608,dealer,1
609,dealer,1
610,dealer,1
611,dealer,1
612,dealer,1
613,dealer,1
614,dealer,1
615,dealer,1
616,dealer,1
617,dealer,1
618,dealer,1
619,dealer,1
620,dealer,1
621,dealer,1
622,dealer,1
623,dealer,1
624,dealer,1
625,dealer,1
626,dealer,1
627,dealer,1
628,dealer,1
629,dealer,1
630,dealer,1
631,dealer,1
632,dealer,1
633,dealer,1
634,dealer,1
635,dealer,1
636,dealer,1
637,dealer,1
638,dealer,1
639,dealer,1
640,dealer,1
641,dealer,1
642,dealer,1
643,dealer,1
644,dealer,1
645,dealer,1
646,dealer,1
647,dealer,1
648,dealer,1
649,dealer,1
650,dealer,1
651,dealer,1
652,dealer,1
653,dealer,1
654,dealer,1
655,dealer,1
656,dealer,1
657,dealer,1
658,dealer,1
659,dealer,1
660,dealer,1
661,dealer,1
662,dealer,1
663,dealer,1
664,dealer,1
665,dealer,1
666,dealer,1
667,dealer,1
668,dealer,1
669,dealer,1
670,dealer,1
671,dealer,1
672,dealer,1
673,dealer,1
674,dealer,1
675,dealer,1
676,dealer,1
677,dealer,1
678,dealer,1
679,dealer,1
680,dealer,1
681,dealer,1
682,dealer,1
683,dealer,1
684,dealer,1
685,dealer,1
686,dealer,1
687,dealer,1
688,dealer,1
689,dealer,1
690,dealer,1
691,dealer,1
692,dealer,1
693,dealer,1
694,dealer,1
695,dealer,1
696,dealer,1
697,dealer,1
698,dealer,1
699,dealer,1
700,dealer,1
701,dealer,1
702,dealer,1
703,dealer,1
704,dealer,1
705,dealer,1
706,dealer,1
707,dealer,1
708,dealer,1
709,dealer,1
710,dealer,1
711,dealer,1
712,dealer,1
713,dealer,1
714,dealer,1
715,dealer,1
716,dealer,1
717,dealer,1
718,dealer,1
719,dealer,1
720,dealer,1
721,dealer,1
722,dealer,1
723,dealer,1
724,dealer,1
725,dealer,1
726,dealer,1
727,dealer,1
728,dealer,1
729,dealer,1
730,dealer,1
731,dealer,1
732,dealer,1
733,dealer,1
734,dealer,1
735,dealer,1
736,dealer,1
737,dealer,1
